synset_id	synset str	lemma	variant
355340	(button fern 2* (rsl) [rsl] | Tectaria cicutaria 1* (rsl))	Tectaria cicutaria	1
355340	(button fern 2* (rsl) [rsl] | Tectaria cicutaria 1* (rsl))	button fern	2
355339	(Tectaria 1* (rsl) [rsl] | genus Tectaria 1* (rsl))	genus Tectaria	1
355338	(leather fern 2* (rsl) [rsl] | leatherleaf fern 1* (rsl), ten-day fern 1* (rsl), Rumohra adiantiformis 1* (rsl), Polystichum adiantiformis 1* (rsl))	Polystichum adiantiformis	1
355338	(leather fern 2* (rsl) [rsl] | leatherleaf fern 1* (rsl), ten-day fern 1* (rsl), Rumohra adiantiformis 1* (rsl), Polystichum adiantiformis 1* (rsl))	Rumohra adiantiformis	1
355338	(leather fern 2* (rsl) [rsl] | leatherleaf fern 1* (rsl), ten-day fern 1* (rsl), Rumohra adiantiformis 1* (rsl), Polystichum adiantiformis 1* (rsl))	ten-day fern	1
355338	(leather fern 2* (rsl) [rsl] | leatherleaf fern 1* (rsl), ten-day fern 1* (rsl), Rumohra adiantiformis 1* (rsl), Polystichum adiantiformis 1* (rsl))	leatherleaf fern	1
355338	(leather fern 2* (rsl) [rsl] | leatherleaf fern 1* (rsl), ten-day fern 1* (rsl), Rumohra adiantiformis 1* (rsl), Polystichum adiantiformis 1* (rsl))	leather fern	2
355337	(Rumohra 1* (rsl) [rsl] | genus Rumohra 1* (rsl))	genus Rumohra	1
355336	(soft shield fern 1* (rsl) [rsl] | Polystichum setiferum 1* (rsl))	Polystichum setiferum	1
355336	(soft shield fern 1* (rsl) [rsl] | Polystichum setiferum 1* (rsl))	soft shield fern	1
355335	(western holly fern 1* (rsl) [rsl] | Polystichum scopulinum 1* (rsl))	Polystichum scopulinum	1
355335	(western holly fern 1* (rsl) [rsl] | Polystichum scopulinum 1* (rsl))	western holly fern	1
355334	(northern holly fern 1* (rsl) [rsl] | Polystichum lonchitis 1* (rsl))	Polystichum lonchitis	1
355334	(northern holly fern 1* (rsl) [rsl] | Polystichum lonchitis 1* (rsl))	northern holly fern	1
355333	(Braun's holly fern 1* (rsl) [rsl] | prickly shield fern 1* (rsl), Polystichum braunii 1* (rsl))	Polystichum braunii	1
355333	(Braun's holly fern 1* (rsl) [rsl] | prickly shield fern 1* (rsl), Polystichum braunii 1* (rsl))	prickly shield fern	1
355333	(Braun's holly fern 1* (rsl) [rsl] | prickly shield fern 1* (rsl), Polystichum braunii 1* (rsl))	Braun's holly fern	1
355332	(holly fern 1* (rsl) [rsl] | )	holly fern	1
355331	(Christmas fern 1* (rsl) [rsl] | canker brake 1* (rsl), dagger fern 1* (rsl), evergreen wood fern 1* (rsl), Polystichum acrostichoides 1* (rsl))	Polystichum acrostichoides	1
355331	(Christmas fern 1* (rsl) [rsl] | canker brake 1* (rsl), dagger fern 1* (rsl), evergreen wood fern 1* (rsl), Polystichum acrostichoides 1* (rsl))	evergreen wood fern	1
355331	(Christmas fern 1* (rsl) [rsl] | canker brake 1* (rsl), dagger fern 1* (rsl), evergreen wood fern 1* (rsl), Polystichum acrostichoides 1* (rsl))	dagger fern	1
355331	(Christmas fern 1* (rsl) [rsl] | canker brake 1* (rsl), dagger fern 1* (rsl), evergreen wood fern 1* (rsl), Polystichum acrostichoides 1* (rsl))	canker brake	1
355331	(Christmas fern 1* (rsl) [rsl] | canker brake 1* (rsl), dagger fern 1* (rsl), evergreen wood fern 1* (rsl), Polystichum acrostichoides 1* (rsl))	Christmas fern	1
355330	(Polystichum 1* (rsl) [rsl] | genus Polystichum 1* (rsl))	genus Polystichum	1
355329	(Polybotrya 1* (rsl) [rsl] | genus Polybotrya 1* (rsl), Polybotria 1* (rsl), genus Polybotria 1* (rsl))	genus Polybotria	1
355329	(Polybotrya 1* (rsl) [rsl] | genus Polybotrya 1* (rsl), Polybotria 1* (rsl), genus Polybotria 1* (rsl))	genus Polybotrya	1
355328	(sensitive fern 1* (rsl) [rsl] | bead fern 1* (rsl), Onoclea sensibilis 1* (rsl))	Onoclea sensibilis	1
355328	(sensitive fern 1* (rsl) [rsl] | bead fern 1* (rsl), Onoclea sensibilis 1* (rsl))	bead fern	1
355328	(sensitive fern 1* (rsl) [rsl] | bead fern 1* (rsl), Onoclea sensibilis 1* (rsl))	sensitive fern	1
355327	(Onoclea 1* (rsl) [rsl] | genus Onoclea 1* (rsl))	genus Onoclea	1
355326	(hart's-tongue 1* (rsl) [rsl] | hart's-tongue fern 1* (rsl), Olfersia cervina 1* (rsl), Polybotrya cervina 1* (rsl), Polybotria cervina 1* (rsl))	Polybotria cervina	1
355326	(hart's-tongue 1* (rsl) [rsl] | hart's-tongue fern 1* (rsl), Olfersia cervina 1* (rsl), Polybotrya cervina 1* (rsl), Polybotria cervina 1* (rsl))	Polybotrya cervina	1
355326	(hart's-tongue 1* (rsl) [rsl] | hart's-tongue fern 1* (rsl), Olfersia cervina 1* (rsl), Polybotrya cervina 1* (rsl), Polybotria cervina 1* (rsl))	Olfersia cervina	1
355326	(hart's-tongue 1* (rsl) [rsl] | hart's-tongue fern 1* (rsl), Olfersia cervina 1* (rsl), Polybotrya cervina 1* (rsl), Polybotria cervina 1* (rsl))	hart's-tongue fern	1
355325	(Olfersia 1* (rsl) [rsl] | genus Olfersia 1* (rsl))	genus Olfersia	1
355324	(ostrich fern 1* (rsl) [rsl] | shuttlecock fern 1* (rsl), fiddlehead 1* (rsl), Matteuccia struthiopteris 1* (rsl), Pteretis struthiopteris 1* (rsl), Onoclea struthiopteris 1* (rsl))	Onoclea struthiopteris	1
355324	(ostrich fern 1* (rsl) [rsl] | shuttlecock fern 1* (rsl), fiddlehead 1* (rsl), Matteuccia struthiopteris 1* (rsl), Pteretis struthiopteris 1* (rsl), Onoclea struthiopteris 1* (rsl))	Pteretis struthiopteris	1
355324	(ostrich fern 1* (rsl) [rsl] | shuttlecock fern 1* (rsl), fiddlehead 1* (rsl), Matteuccia struthiopteris 1* (rsl), Pteretis struthiopteris 1* (rsl), Onoclea struthiopteris 1* (rsl))	Matteuccia struthiopteris	1
355324	(ostrich fern 1* (rsl) [rsl] | shuttlecock fern 1* (rsl), fiddlehead 1* (rsl), Matteuccia struthiopteris 1* (rsl), Pteretis struthiopteris 1* (rsl), Onoclea struthiopteris 1* (rsl))	shuttlecock fern	1
355324	(ostrich fern 1* (rsl) [rsl] | shuttlecock fern 1* (rsl), fiddlehead 1* (rsl), Matteuccia struthiopteris 1* (rsl), Pteretis struthiopteris 1* (rsl), Onoclea struthiopteris 1* (rsl))	ostrich fern	1
355323	(Matteuccia 1* (rsl) [rsl] | genus Matteuccia 1* (rsl), Pteretis 1* (rsl), genus Pteretis 1* (rsl))	genus Pteretis	1
355323	(Matteuccia 1* (rsl) [rsl] | genus Matteuccia 1* (rsl), Pteretis 1* (rsl), genus Pteretis 1* (rsl))	genus Matteuccia	1
355322	(Lastreopsis 1* (rsl) [rsl] | genus Lastreopsis 1* (rsl))	genus Lastreopsis	1
355321	(limestone fern 1* (rsl) [rsl] | northern oak fern 1* (rsl), Gymnocarpium robertianum 1* (rsl))	Gymnocarpium robertianum	1
355321	(limestone fern 1* (rsl) [rsl] | northern oak fern 1* (rsl), Gymnocarpium robertianum 1* (rsl))	northern oak fern	1
355321	(limestone fern 1* (rsl) [rsl] | northern oak fern 1* (rsl), Gymnocarpium robertianum 1* (rsl))	limestone fern	1
355320	(oak fern 1* (rsl) [rsl] | Gymnocarpium dryopteris 1* (rsl), Thelypteris dryopteris 1* (rsl))	Thelypteris dryopteris	1
355320	(oak fern 1* (rsl) [rsl] | Gymnocarpium dryopteris 1* (rsl), Thelypteris dryopteris 1* (rsl))	Gymnocarpium dryopteris	1
355320	(oak fern 1* (rsl) [rsl] | Gymnocarpium dryopteris 1* (rsl), Thelypteris dryopteris 1* (rsl))	oak fern	1
355319	(Gymnocarpium 1* (rsl) [rsl] | genus Gymnocarpium 1* (rsl))	genus Gymnocarpium	1
355318	(Diacalpa 1* (rsl) [rsl] | genus Diacalpa 1* (rsl))	genus Diacalpa	1
355317	(silvery spleenwort 1* (rsl) [rsl] | Deparia acrostichoides 1* (rsl), Athyrium thelypteroides 1* (rsl))	Athyrium thelypteroides	1
355317	(silvery spleenwort 1* (rsl) [rsl] | Deparia acrostichoides 1* (rsl), Athyrium thelypteroides 1* (rsl))	Deparia acrostichoides	1
355317	(silvery spleenwort 1* (rsl) [rsl] | Deparia acrostichoides 1* (rsl), Athyrium thelypteroides 1* (rsl))	silvery spleenwort	1
355316	(Deparia 1* (rsl) [rsl] | genus Deparia 1* (rsl))	genus Deparia	1
355315	(bulblet fern 1* (rsl) [rsl] | bulblet bladder fern 1* (rsl), berry fern 1* (rsl), Cystopteris bulbifera 1* (rsl))	Cystopteris bulbifera	1
355315	(bulblet fern 1* (rsl) [rsl] | bulblet bladder fern 1* (rsl), berry fern 1* (rsl), Cystopteris bulbifera 1* (rsl))	berry fern	1
355315	(bulblet fern 1* (rsl) [rsl] | bulblet bladder fern 1* (rsl), berry fern 1* (rsl), Cystopteris bulbifera 1* (rsl))	bulblet bladder fern	1
355315	(bulblet fern 1* (rsl) [rsl] | bulblet bladder fern 1* (rsl), berry fern 1* (rsl), Cystopteris bulbifera 1* (rsl))	bulblet fern	1
355314	(mountain bladder fern 1* (rsl) [rsl] | Cystopteris montana 1* (rsl))	Cystopteris montana	1
355314	(mountain bladder fern 1* (rsl) [rsl] | Cystopteris montana 1* (rsl))	mountain bladder fern	1
355313	(brittle bladder fern 1* (rsl) [rsl] | brittle fern 1* (rsl), fragile fern 1* (rsl), Cystopteris fragilis 1* (rsl))	Cystopteris fragilis	1
355313	(brittle bladder fern 1* (rsl) [rsl] | brittle fern 1* (rsl), fragile fern 1* (rsl), Cystopteris fragilis 1* (rsl))	fragile fern	1
355313	(brittle bladder fern 1* (rsl) [rsl] | brittle fern 1* (rsl), fragile fern 1* (rsl), Cystopteris fragilis 1* (rsl))	brittle fern	1
355313	(brittle bladder fern 1* (rsl) [rsl] | brittle fern 1* (rsl), fragile fern 1* (rsl), Cystopteris fragilis 1* (rsl))	brittle bladder fern	1
355312	(bladder fern 1* (rsl) [rsl] | )	bladder fern	1
355311	(Cystopteris 1* (rsl) [rsl] | genus Cystopteris 1* (rsl))	genus Cystopteris	1
355310	(holly fern 2* (rsl) [rsl] | Cyrtomium aculeatum 1* (rsl), Polystichum aculeatum 1* (rsl))	Polystichum aculeatum	1
355310	(holly fern 2* (rsl) [rsl] | Cyrtomium aculeatum 1* (rsl), Polystichum aculeatum 1* (rsl))	Cyrtomium aculeatum	1
355310	(holly fern 2* (rsl) [rsl] | Cyrtomium aculeatum 1* (rsl), Polystichum aculeatum 1* (rsl))	holly fern	2
355309	(Cyrtomium 1* (rsl) [rsl] | genus Cyrtomium 1* (rsl))	genus Cyrtomium	1
355308	(silvery spleenwort 2* (rsl) [rsl] | glade fern 1* (rsl), narrow-leaved spleenwort 1* (rsl), Athyrium pycnocarpon 1* (rsl), Diplazium pycnocarpon 1* (rsl))	Diplazium pycnocarpon	1
355308	(silvery spleenwort 2* (rsl) [rsl] | glade fern 1* (rsl), narrow-leaved spleenwort 1* (rsl), Athyrium pycnocarpon 1* (rsl), Diplazium pycnocarpon 1* (rsl))	Athyrium pycnocarpon	1
355308	(silvery spleenwort 2* (rsl) [rsl] | glade fern 1* (rsl), narrow-leaved spleenwort 1* (rsl), Athyrium pycnocarpon 1* (rsl), Diplazium pycnocarpon 1* (rsl))	narrow-leaved spleenwort	1
355308	(silvery spleenwort 2* (rsl) [rsl] | glade fern 1* (rsl), narrow-leaved spleenwort 1* (rsl), Athyrium pycnocarpon 1* (rsl), Diplazium pycnocarpon 1* (rsl))	glade fern	1
355308	(silvery spleenwort 2* (rsl) [rsl] | glade fern 1* (rsl), narrow-leaved spleenwort 1* (rsl), Athyrium pycnocarpon 1* (rsl), Diplazium pycnocarpon 1* (rsl))	silvery spleenwort	2
355307	(Alpine lady fern 1* (rsl) [rsl] | Athyrium distentifolium 1* (rsl))	Athyrium distentifolium	1
355307	(Alpine lady fern 1* (rsl) [rsl] | Athyrium distentifolium 1* (rsl))	Alpine lady fern	1
355306	(lady fern 1* (rsl) [rsl] | Athyrium filix-femina 1* (rsl))	Athyrium filix-femina	1
355306	(lady fern 1* (rsl) [rsl] | Athyrium filix-femina 1* (rsl))	lady fern	1
355305	(Athyrium 1* (rsl) [rsl] | genus Athyrium 1* (rsl))	genus Athyrium	1
355304	(mountain male fern 1* (rsl) [rsl] | Dryopteris oreades 1* (rsl))	Dryopteris oreades	1
355304	(mountain male fern 1* (rsl) [rsl] | Dryopteris oreades 1* (rsl))	mountain male fern	1
355303	(marginal wood fern 1* (rsl) [rsl] | evergreen wood fern 2* (rsl), leatherleaf wood fern 1* (rsl), Dryopteris marginalis 1* (rsl))	Dryopteris marginalis	1
355303	(marginal wood fern 1* (rsl) [rsl] | evergreen wood fern 2* (rsl), leatherleaf wood fern 1* (rsl), Dryopteris marginalis 1* (rsl))	leatherleaf wood fern	1
355303	(marginal wood fern 1* (rsl) [rsl] | evergreen wood fern 2* (rsl), leatherleaf wood fern 1* (rsl), Dryopteris marginalis 1* (rsl))	evergreen wood fern	2
355303	(marginal wood fern 1* (rsl) [rsl] | evergreen wood fern 2* (rsl), leatherleaf wood fern 1* (rsl), Dryopteris marginalis 1* (rsl))	marginal wood fern	1
355302	(male fern 1* (rsl) [rsl] | Dryopteris filix-mas 1* (rsl))	Dryopteris filix-mas	1
355302	(male fern 1* (rsl) [rsl] | Dryopteris filix-mas 1* (rsl))	male fern	1
355301	(wood fern 1* (rsl) [rsl] | wood-fern 1* (rsl), woodfern 1* (rsl))	wood fern	1
355300	(Goldie's fern 1* (rsl) [rsl] | Goldie's shield fern 1* (rsl), goldie's wood fern 1* (rsl), Dryopteris goldiana 1* (rsl))	Dryopteris goldiana	1
355300	(Goldie's fern 1* (rsl) [rsl] | Goldie's shield fern 1* (rsl), goldie's wood fern 1* (rsl), Dryopteris goldiana 1* (rsl))	goldie's wood fern	1
355300	(Goldie's fern 1* (rsl) [rsl] | Goldie's shield fern 1* (rsl), goldie's wood fern 1* (rsl), Dryopteris goldiana 1* (rsl))	Goldie's shield fern	1
355300	(Goldie's fern 1* (rsl) [rsl] | Goldie's shield fern 1* (rsl), goldie's wood fern 1* (rsl), Dryopteris goldiana 1* (rsl))	Goldie's fern	1
355299	(fragrant cliff fern 1* (rsl) [rsl] | fragrant shield fern 1* (rsl), fragrant wood fern 1* (rsl), Dryopteris fragrans 1* (rsl))	Dryopteris fragrans	1
355299	(fragrant cliff fern 1* (rsl) [rsl] | fragrant shield fern 1* (rsl), fragrant wood fern 1* (rsl), Dryopteris fragrans 1* (rsl))	fragrant wood fern	1
355299	(fragrant cliff fern 1* (rsl) [rsl] | fragrant shield fern 1* (rsl), fragrant wood fern 1* (rsl), Dryopteris fragrans 1* (rsl))	fragrant shield fern	1
355299	(fragrant cliff fern 1* (rsl) [rsl] | fragrant shield fern 1* (rsl), fragrant wood fern 1* (rsl), Dryopteris fragrans 1* (rsl))	fragrant cliff fern	1
355298	(broad buckler-fern 1* (rsl) [rsl] | Dryopteris dilatata 1* (rsl))	Dryopteris dilatata	1
355298	(broad buckler-fern 1* (rsl) [rsl] | Dryopteris dilatata 1* (rsl))	broad buckler-fern	1
355297	(Dryopteris 1* (rsl) [rsl] | genus Dryopteris 1* (rsl))	genus Dryopteris	1
355296	(shield fern 1* (rsl) [rsl] | buckler fern 1* (rsl))	buckler fern	1
355296	(shield fern 1* (rsl) [rsl] | buckler fern 1* (rsl))	shield fern	1
355295	(Dryopteridaceae 1* (rsl) [rsl] | family Dryopteridaceae 1* (rsl), Athyriaceae 1* (rsl), family Athyriaceae 1* (rsl))	family Athyriaceae	1
355295	(Dryopteridaceae 1* (rsl) [rsl] | family Dryopteridaceae 1* (rsl), Athyriaceae 1* (rsl), family Athyriaceae 1* (rsl))	family Dryopteridaceae	1
355294	(thyrsopteris 1* (rsl) [rsl] | Thyrsopteris elegans 1* (rsl))	Thyrsopteris elegans	1
355293	(genus Thyrsopteris 1* (rsl) [rsl] | )	genus Thyrsopteris	1
355292	(false bracken 1* (rsl) [rsl] | Culcita dubia 1* (rsl))	Culcita dubia	1
355292	(false bracken 1* (rsl) [rsl] | Culcita dubia 1* (rsl))	false bracken	1
355291	(Culcita 1* (rsl) [rsl] | genus Culcita 1* (rsl))	genus Culcita	1
355290	(Scythian lamb 1* (rsl) [rsl] | Cibotium barometz 1* (rsl))	Cibotium barometz	1
355290	(Scythian lamb 1* (rsl) [rsl] | Cibotium barometz 1* (rsl))	Scythian lamb	1
355289	(Cibotium 1* (rsl) [rsl] | genus Cibotium 1* (rsl))	genus Cibotium	1
355288	(soft tree fern 1* (rsl) [rsl] | Dicksonia antarctica 1* (rsl))	Dicksonia antarctica	1
355288	(soft tree fern 1* (rsl) [rsl] | Dicksonia antarctica 1* (rsl))	soft tree fern	1
355287	(Dicksonia 1* (rsl) [rsl] | genus Dicksonia 1* (rsl))	genus Dicksonia	1
355286	(Dicksoniaceae 1* (rsl) [rsl] | family Dicksoniaceae 1* (rsl))	family Dicksoniaceae	1
355285	(bracken 1* (rsl) [rsl] | Pteridium esculentum 1* (rsl))	Pteridium esculentum	1
355284	(bracken 2* (rsl) [rsl] | pasture brake 1* (rsl), brake 3* (rsl), Pteridium aquilinum 1* (rsl))	Pteridium aquilinum	1
355284	(bracken 2* (rsl) [rsl] | pasture brake 1* (rsl), brake 3* (rsl), Pteridium aquilinum 1* (rsl))	pasture brake	1
355283	(Pteridium 1* (rsl) [rsl] | genus Pteridium 1* (rsl))	genus Pteridium	1
355282	(hay-scented 1* (rsl) [rsl] | hay-scented fern 1* (rsl), scented fern 1* (rsl), boulder fern 1* (rsl), Dennstaedtia punctilobula 1* (rsl))	Dennstaedtia punctilobula	1
355282	(hay-scented 1* (rsl) [rsl] | hay-scented fern 1* (rsl), scented fern 1* (rsl), boulder fern 1* (rsl), Dennstaedtia punctilobula 1* (rsl))	boulder fern	1
355282	(hay-scented 1* (rsl) [rsl] | hay-scented fern 1* (rsl), scented fern 1* (rsl), boulder fern 1* (rsl), Dennstaedtia punctilobula 1* (rsl))	scented fern	1
355282	(hay-scented 1* (rsl) [rsl] | hay-scented fern 1* (rsl), scented fern 1* (rsl), boulder fern 1* (rsl), Dennstaedtia punctilobula 1* (rsl))	hay-scented fern	1
355281	(Dennstaedtia 1* (rsl) [rsl] | genus Dennstaedtia 1* (rsl))	genus Dennstaedtia	1
355280	(Dennstaedtiaceae 1* (rsl) [rsl] | family Dennstaedtiaceae 1* (rsl))	family Dennstaedtiaceae	1
355279	(squirrel's-foot fern 1* (rsl) [rsl] | ball fern 1* (rsl), Davalia bullata 1* (rsl), Davalia bullata mariesii 1* (rsl), Davallia Mariesii 1* (rsl))	Davallia Mariesii	1
355279	(squirrel's-foot fern 1* (rsl) [rsl] | ball fern 1* (rsl), Davalia bullata 1* (rsl), Davalia bullata mariesii 1* (rsl), Davallia Mariesii 1* (rsl))	Davalia bullata mariesii	1
355279	(squirrel's-foot fern 1* (rsl) [rsl] | ball fern 1* (rsl), Davalia bullata 1* (rsl), Davalia bullata mariesii 1* (rsl), Davallia Mariesii 1* (rsl))	Davalia bullata	1
355279	(squirrel's-foot fern 1* (rsl) [rsl] | ball fern 1* (rsl), Davalia bullata 1* (rsl), Davalia bullata mariesii 1* (rsl), Davallia Mariesii 1* (rsl))	ball fern	1
355279	(squirrel's-foot fern 1* (rsl) [rsl] | ball fern 1* (rsl), Davalia bullata 1* (rsl), Davalia bullata mariesii 1* (rsl), Davallia Mariesii 1* (rsl))	squirrel's-foot fern	1
355278	(Australian hare's foot 1* (rsl) [rsl] | Davallia pyxidata 1* (rsl))	Davallia pyxidata	1
355278	(Australian hare's foot 1* (rsl) [rsl] | Davallia pyxidata 1* (rsl))	Australian hare's foot	1
355277	(Canary Island hare's foot fern 1* (rsl) [rsl] | Davallia canariensis 1* (rsl))	Davallia canariensis	1
355277	(Canary Island hare's foot fern 1* (rsl) [rsl] | Davallia canariensis 1* (rsl))	Canary Island hare's foot fern	1
355276	(hare's-foot fern 1* (rsl) [rsl] | )	hare's-foot fern	1
355274	(genus Davallia 1* (rsl) [rsl] | )	genus Davallia	1
355273	(Davalliaceae 1* (rsl) [rsl] | family Davalliaceae 1* (rsl))	family Davalliaceae	1
355272	(silver tree fern 1* (rsl) [rsl] | sago fern 1* (rsl), black tree fern 1* (rsl), Cyathea medullaris 1* (rsl))	Cyathea medullaris	1
355272	(silver tree fern 1* (rsl) [rsl] | sago fern 1* (rsl), black tree fern 1* (rsl), Cyathea medullaris 1* (rsl))	black tree fern	1
355272	(silver tree fern 1* (rsl) [rsl] | sago fern 1* (rsl), black tree fern 1* (rsl), Cyathea medullaris 1* (rsl))	sago fern	1
355272	(silver tree fern 1* (rsl) [rsl] | sago fern 1* (rsl), black tree fern 1* (rsl), Cyathea medullaris 1* (rsl))	silver tree fern	1
355271	(Cyathea 1* (rsl) [rsl] | genus Cyathea 1* (rsl))	genus Cyathea	1
355270	(Cyatheaceae 1* (rsl) [rsl] | family Cyatheaceae 1* (rsl))	family Cyatheaceae	1
355269	(tree fern 1* (rsl) [rsl] | )	tree fern	1
355268	(Virginia chain fern 1* (rsl) [rsl] | Woodwardia virginica 1* (rsl))	Woodwardia virginica	1
355268	(Virginia chain fern 1* (rsl) [rsl] | Woodwardia virginica 1* (rsl))	Virginia chain fern	1
355267	(chain fern 1* (rsl) [rsl] | )	chain fern	1
355266	(Woodwardia 1* (rsl) [rsl] | genus Woodwardia 1* (rsl))	genus Woodwardia	1
355265	(Stenochlaena 1* (rsl) [rsl] | genus Stenochlaena 1* (rsl))	genus Stenochlaena	1
355264	(Sadleria 1* (rsl) [rsl] | genus Sadleria 1* (rsl))	genus Sadleria	1
355263	(doodia 1* (rsl) [rsl] | rasp fern 1* (rsl))	rasp fern	1
355262	(genus Doodia 1* (rsl) [rsl] | Doodia 2* (rsl))	genus Doodia	1
355261	(deer fern 1* (rsl) [rsl] | Blechnum spicant 1* (rsl))	Blechnum spicant	1
355261	(deer fern 1* (rsl) [rsl] | Blechnum spicant 1* (rsl))	deer fern	1
355260	(hard fern 1* (rsl) [rsl] | )	hard fern	1
355259	(Blechnum 1* (rsl) [rsl] | genus Blechnum 1* (rsl))	genus Blechnum	1
355258	(Blechnaceae 1* (rsl) [rsl] | family Blechnaceae 1* (rsl))	family Blechnaceae	1
355256	(Phyllitis 1* (rsl) [rsl] | genus Phyllitis 1* (rsl), genus Scolopendrium 1* (rsl))	genus Scolopendrium	1
355256	(Phyllitis 1* (rsl) [rsl] | genus Phyllitis 1* (rsl), genus Scolopendrium 1* (rsl))	genus Phyllitis	1
355255	(Schaffneria nigripes 1* (rsl) [rsl] | Asplenium nigripes 1* (rsl), Scolopendrium nigripes 1* (rsl))	Scolopendrium nigripes	1
355255	(Schaffneria nigripes 1* (rsl) [rsl] | Asplenium nigripes 1* (rsl), Scolopendrium nigripes 1* (rsl))	Asplenium nigripes	1
355255	(Schaffneria nigripes 1* (rsl) [rsl] | Asplenium nigripes 1* (rsl), Scolopendrium nigripes 1* (rsl))	Schaffneria nigripes	1
355254	(Schaffneria 1* (rsl) [rsl] | genus Schaffneria 1* (rsl))	genus Schaffneria	1
355253	(Pleurosorus 1* (rsl) [rsl] | genus Pleurosorus 1* (rsl))	genus Pleurosorus	1
355252	(scale fern 1* (rsl) [rsl] | scaly fern 1* (rsl), Asplenium ceterach 1* (rsl), Ceterach officinarum 1* (rsl))	Ceterach officinarum	1
355252	(scale fern 1* (rsl) [rsl] | scaly fern 1* (rsl), Asplenium ceterach 1* (rsl), Ceterach officinarum 1* (rsl))	Asplenium ceterach	1
355252	(scale fern 1* (rsl) [rsl] | scaly fern 1* (rsl), Asplenium ceterach 1* (rsl), Ceterach officinarum 1* (rsl))	scaly fern	1
355252	(scale fern 1* (rsl) [rsl] | scaly fern 1* (rsl), Asplenium ceterach 1* (rsl), Ceterach officinarum 1* (rsl))	scale fern	1
355251	(Ceterach 1* (rsl) [rsl] | genus Ceterach 1* (rsl))	genus Ceterach	1
355250	(hart's-tongue 2* (rsl) [rsl] | hart's-tongue fern 2* (rsl), Asplenium scolopendrium 1* (rsl), Phyllitis scolopendrium 1* (rsl))	Phyllitis scolopendrium	1
355250	(hart's-tongue 2* (rsl) [rsl] | hart's-tongue fern 2* (rsl), Asplenium scolopendrium 1* (rsl), Phyllitis scolopendrium 1* (rsl))	Asplenium scolopendrium	1
355250	(hart's-tongue 2* (rsl) [rsl] | hart's-tongue fern 2* (rsl), Asplenium scolopendrium 1* (rsl), Phyllitis scolopendrium 1* (rsl))	hart's-tongue fern	2
355249	(lanceolate spleenwort 1* (rsl) [rsl] | Asplenium billotii 1* (rsl))	Asplenium billotii	1
355249	(lanceolate spleenwort 1* (rsl) [rsl] | Asplenium billotii 1* (rsl))	lanceolate spleenwort	1
355248	(lobed spleenwort 1* (rsl) [rsl] | Asplenium pinnatifidum 1* (rsl))	Asplenium pinnatifidum	1
355248	(lobed spleenwort 1* (rsl) [rsl] | Asplenium pinnatifidum 1* (rsl))	lobed spleenwort	1
355247	(Bradley's spleenwort 1* (rsl) [rsl] | Asplenium bradleyi 1* (rsl))	Asplenium bradleyi	1
355247	(Bradley's spleenwort 1* (rsl) [rsl] | Asplenium bradleyi 1* (rsl))	Bradley's spleenwort	1
355246	(wall rue 1* (rsl) [rsl] | wall rue spleenwort 1* (rsl), Asplenium ruta-muraria 1* (rsl))	Asplenium ruta-muraria	1
355246	(wall rue 1* (rsl) [rsl] | wall rue spleenwort 1* (rsl), Asplenium ruta-muraria 1* (rsl))	wall rue spleenwort	1
355246	(wall rue 1* (rsl) [rsl] | wall rue spleenwort 1* (rsl), Asplenium ruta-muraria 1* (rsl))	wall rue	1
355245	(mountain spleenwort 1* (rsl) [rsl] | Asplenium montanum 1* (rsl))	Asplenium montanum	1
355245	(mountain spleenwort 1* (rsl) [rsl] | Asplenium montanum 1* (rsl))	mountain spleenwort	1
355244	(green spleenwort 1* (rsl) [rsl] | Asplenium viride 1* (rsl))	Asplenium viride	1
355244	(green spleenwort 1* (rsl) [rsl] | Asplenium viride 1* (rsl))	green spleenwort	1
355243	(maidenhair spleenwort 1* (rsl) [rsl] | Asplenium trichomanes 1* (rsl))	Asplenium trichomanes	1
355243	(maidenhair spleenwort 1* (rsl) [rsl] | Asplenium trichomanes 1* (rsl))	maidenhair spleenwort	1
355242	(walking fern 1* (rsl) [rsl] | walking leaf 1* (rsl), Asplenium rhizophyllum 1* (rsl), Camptosorus rhizophyllus 1* (rsl))	Camptosorus rhizophyllus	1
355242	(walking fern 1* (rsl) [rsl] | walking leaf 1* (rsl), Asplenium rhizophyllum 1* (rsl), Camptosorus rhizophyllus 1* (rsl))	Asplenium rhizophyllum	1
355242	(walking fern 1* (rsl) [rsl] | walking leaf 1* (rsl), Asplenium rhizophyllum 1* (rsl), Camptosorus rhizophyllus 1* (rsl))	walking leaf	1
355242	(walking fern 1* (rsl) [rsl] | walking leaf 1* (rsl), Asplenium rhizophyllum 1* (rsl), Camptosorus rhizophyllus 1* (rsl))	walking fern	1
355241	(Camptosorus 1* (rsl) [rsl] | genus Camptosorus 1* (rsl))	genus Camptosorus	1
355240	(black-stem spleenwort 1* (rsl) [rsl] | black-stemmed spleenwort 1* (rsl), little ebony spleenwort 1* (rsl))	little ebony spleenwort	1
355240	(black-stem spleenwort 1* (rsl) [rsl] | black-stemmed spleenwort 1* (rsl), little ebony spleenwort 1* (rsl))	black-stemmed spleenwort	1
355240	(black-stem spleenwort 1* (rsl) [rsl] | black-stemmed spleenwort 1* (rsl), little ebony spleenwort 1* (rsl))	black-stem spleenwort	1
