	id	lemma	domain	pos	tagcount	source	status	comment	variant	project	owner	error_comment	verb_aspect	sense id	synset_id	synset	sense_id
3392	366303	nowożytne igrzyska olimpijskie	8	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##nDD> ##A1: 0 ##A2: 0	1	2	Justyna.Ławniczak		0				
3393	366305	olimpiada zimowa	8	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##nDD> ##A1: 0 ##A2: 0	1	2	Justyna.Ławniczak		0				
3394	366352	zbroja płytkowa	3	2	0.0	1.0	0.0	##K: specj. ##D: zbroja wykonana z płyt metalowych. [##P: Ze względu na jakość i metody wykonania zbroje płytkowe podzielić można na zbroje: bojowe, turniejowe i ceremonialne.] <##nDD> 	1	2	Marek.Maziarz		0				
3395	366353	pancerz lamelkowy	3	2	0.0	1.0	0.0	##K: specj. ##D: uzbrojenie ochronne wywodzące się od pancerza łuskowego. {##L: http://pl.wikipedia.org/wiki/Zbroja_lamelkowa} <##nDD>	1	2	Marek.Maziarz		0				
3396	366397	miecz dwuręczny	3	2	0.0	1.0	0.0	##K: og. ##D: typ miecza charakteryzujący się rękojeścią przeznaczoną do chwytania dwiema rękami, używany przez piechotę; w Europie rozwinął się w pełni na przełomie średniowiecza i renesansu. [##W: Miecze dwuręczne często i chętnie były wykorzystywane jako reprezentacyjna broń gwardii pałacowych.] {##L: http://pl.wikipedia.org/wiki/Miecz_dwur%C4%99czny} <##nDD>	1	2	Marek.Maziarz		0				
3397	366403	wielki miecz	3	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##nDD>	1	2	Marek.Maziarz		0				
3398	366418	miecz jednosieczny	3	2	0.0	1.0	0.0	##K: og. ##D: miecz z pojedynczą tnącą krawędzią. <##nDD>	1	2	Marek.Maziarz		0				
3399	366478	nóż stołowy	3	2	0.0	1.0	0.0	##K: og. ##D: nóż - sztuciec używany przy posiłkach razem z łyżką i widelcem. <##nDD>	1	2	Marek.Maziarz		0				
3400	366482	nóż do papieru	3	2	0.0	1.0	0.0	##K: og. ##D: nóż używany do rozcinania papieru, np. do przecinania złączonych stron gazety. <##nDD>	1	2	Marek.Maziarz		0				
3401	366483	nóż chirurgiczny	3	2	0.0	1.0	0.0	##K: og. ##D: nóż przystosowany do cięcia tkanek ludzkich. <##nDD>	1	2	Marek.Maziarz		0				
3402	366580	golarka elektryczna	3	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>	1	2	Marek.Maziarz		0				
3403	366581	elektryczna maszynka do golenia	3	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>	1	2	Marek.Maziarz		0				
3404	366612	nóż sprężynowy	3	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##nDD>	1	2	Marek.Maziarz		0				
3405	366614	nóż kieszonkowy	3	2	0.0	1.0	0.0	##K: og. ##D: mały, składany nóż, który można nosić w kieszeni. <##nDD>	1	2	Marek.Maziarz		0				
3406	366615	nóż ogrodniczy	3	2	0.0	1.0	0.0	##K: og. ##D: nóż używany przy pracy w ogrodzie. <##nDD>	1	2	Marek.Maziarz		0				
3407	366632	nóż rzeźniczy	3	2	0.0	1.0	0.0	##K: og. ##D: nóż używany przez rzeźnika do obrabiania mięsa. <##nDD>	1	2	Marek.Maziarz		0				
3408	366659	"maczeta Bolo"""""	3	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##nDD>	1	2	Marek.Maziarz		0				
3409	366664	wykonawca testamentu	15	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##nDD>	1	2	Justyna.Ławniczak		0				
3410	366669	odchylenie prawicowo-nacjonalistyczne	6	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##nDD>	1	2	Justyna.Ławniczak		0				
3411	366674	samochód opancerzony	3	2	0.0	1.0	0.0	##K: og. ##D: opancerzony pojazd kołowy, zwykle uzbrojony w armatę lub karabiny maszynowe, zazwyczaj umieszczone w wieży obrotowej. {##L: http://pl.wikipedia.org/wiki/Samoch%C3%B3d_pancerny} <##s> <##nDD> ##A1: 0	1	2	Marek.Maziarz		0				
3412	366680	rozrusznik nożny	3	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##nDD>	1	2	Marek.Maziarz		0				
3413	366687	duża łyżka	3	2	0.0	1.0	0.0	##K: og. ##D: łyżka stołowa - większa łyżka będąca elementem zastawy stołowej (sztućców), służąca do jedzenia np. zup. {##L: http://pl.wikipedia.org/wiki/Łyżka_stołowa} <##s> <##nDD>	1	2	Marek.Maziarz		0				
3414	366696	drewniana łyżka	3	2	0.0	1.0	0.0	"służy do mieszania zup, sosów w trakcie przygotowywania i odgrzewania posiłków; Drewniane łyżki myje się szczególnie trudno"" <##s> <##nDD> """	1	2	Marek.Maziarz		0				
3415	366722	dowód poszlakowy	7	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##nDD>	1	1	Amelia.Kiełbawska		0				
3416	366738	widelec stołowy	3	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>	1	2	Marek.Maziarz		0				
3417	366739	widelec do grilla	3	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>	1	2	Marek.Maziarz		0				
3418	366740	widelec do krojenia mięsa	3	2	0.0	1.0	0.0	widelec z dwoma długimi zębami służący do przytrzymywania ugotowanego mięsa w trakcie krojenia <##s> <##nDD>	1	2	Marek.Maziarz		0				
3419	366742	widelec do sałatek	3	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>	1	2	Marek.Maziarz		0				
3420	366743	widelec do mięs	3	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>	1	2	Marek.Maziarz		0				
3421	366744	widelec do mięsa	3	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>	1	2	Marek.Maziarz		0				
3422	366748	łyżka deserowa	3	2	0.0	1.0	0.0	łyżeczka używana do jedzenia deserów <##s> <##nDD>	1	2	Marek.Maziarz		0				
3423	366758	forma prostokątna	3	2	0.0	1.0	0.0	"##K: og. ##D: foremka w kształcie prostokąta przeznaczona do pieczenia ciasta.
<##s> <##nDD>"	1	2	Marek.Maziarz		0				
3424	366760	taca platerowana	3	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>	1	2	Marek.Maziarz		0				
3425	366761	otwieracz do konserw	3	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>	1	2	Marek.Maziarz		0				
3426	366762	otwieracz do butelek	3	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>	1	2	Marek.Maziarz		0				
3427	367406	maszynka do kawy	3	2	0.0	1.0	0.0	urządzenie ułatwiające zaparzenie kawy, najczęściej składa się z kociołka na gotującą się wodę i parę, filtru, w którym znajduje się drobno zmielona kawa, oraz zbiorniczka na gotową kawę <##s> <##nDD>	1	2	Marek.Maziarz		0				
3428	366799	podciągnik hydrauliczny	3	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##nDD>	1	2	Paulina.Łazarewicz		0				
3429	366800	podciągnik śrubowy	3	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##nDD>	1	2	Paulina.Łazarewicz		0				
3430	366801	podciągnik zębatkowy	3	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##nDD>	1	2	Paulina.Łazarewicz		0				
3431	366802	podciągnik zaciskowy	3	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##nDD>	1	2	Paulina.Łazarewicz		0				
3432	366803	podciągnik klinowy	3	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##nDD>	1	2	Paulina.Łazarewicz		0				
3433	366808	latarka czołowa	3	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##nDD>	1	2	Paulina.Łazarewicz		0				
3434	366811	gra w bule	2	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD> ##A1: 0 ##A2: 0	1	2	Justyna.Ławniczak		0				
3435	366821	prasa od owoców	3	2	0.0	1.0	0.0	##K: og. ##D: prasa służąca do wyciskania soku z owoców. <##nDD>	1	2	Marek.Maziarz		0				
3436	366828	imadło stolarskie	3	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>	1	2	Marek.Maziarz		0				
3437	366832	imadło kątowe	3	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>	1	2	Marek.Maziarz		0				
3438	366833	imadło jubilerskie	3	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>	1	2	Marek.Maziarz		0				
3439	366834	imadło obrotowe	3	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>	1	2	Marek.Maziarz		0				
3440	366857	trąbka pocztowa	3	2	0.0	1.0	0.0	"##K: specj. ##D: instrument wykorzystywany dawniej przez kurierów pocztowych;
zbliżający się do stacji pocztowej kurier dął w trąbkę dzięki czemu jego zmiennik mógł zawczasu przygotować się do przesyłki i szybciej wyruszać w drogę.
{##L: http://pl.wikipedia.org/wiki/Tr%C4%85bka_pocztowa} <##nDD>"	1	2	Marek.Maziarz		0				
3441	366862	róg barytonowy	3	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##nDD>	1	2	Marek.Maziarz		0				
3442	366863	trąbka sygnałowa	3	2	0.0	1.0	0.0	"##K: specj. 
##D: prosty instrument dęty blaszany pozbawiony wentyli (zaworów), przez co rzadko stosowany do produkcji muzycznej; używany do wygrywania fanfar lub sygnałów w zastosowaniach militarnych, łowieckich, harcerskich, w sygnalizacji kolejowej. 
{##L: http://pl.wikipedia.org/wiki/Tr%C4%85bka_sygna%C5%82owa} <##nDD>"	1	2	Marek.Maziarz		0				
3443	366866	flet nosowy	3	2	0.0	1.0	0.0	##K: specj. ##D: flet, na którym gra się za pomocą nosa. <##nDD>	1	2	Marek.Maziarz		0				
3444	366867	piszczałka organowa	3	2	0.0	1.0	0.0	##K: specj. ##D: element organów piszczałkowych wydający jeden dźwięk , występujący w tym instrumencie w liczbie od kilkudziesięciu do nawet kilkudziesięciu tysięcy sztuk. [##P: Dźwięk powstaje w wyniku zaburzeń przepływu powietrza w szczelinie jaką tworzą wargi piszczałki organowej.] {##L: http://pl.wikipedia.org/wiki/Piszcza%C5%82ka_organowa} <##nDD> 	1	2	Marek.Maziarz		0				
3445	366871	piszczałka językowa	3	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##nDD> 	1	2	Marek.Maziarz		0				
3446	366909	organy parowe	3	2	0.0	1.0	0.0	##K: specj. ##D: organy, które są zasilane silnikiem parowym. <##nDD>	1	2	Marek.Maziarz		0				
3447	366924	gitara siedmiostrunowa	3	2	0.0	1.0	0.0	##K: specj. ##D: rodzaj gitary, która posiada siedem strun, w celu zwiększenie zakresu tonalnego instrumentu i poszerzenia możliwości jego kreatywnego wykorzystania przez gitarzystę. {##L: http://pl.wikipedia.org/wiki/Gitara_siedmiostrunowa} <##nDD>	1	2	Marek.Maziarz		0				
3448	366926	gitara dziesięciostrunowa	3	2	0.0	1.0	0.0	##K: specj. ##D: gitara, która jest odmianą gitary klasycznej; do istniejących sześciu strun dodano jeszcze cztery struny basowe. {##L: http://pl.wikipedia.org/wiki/Gitara_dziesi%C4%99ciostrunowa} <##nDD>	1	2	Marek.Maziarz		0				
3449	366927	gitara dwunastostrunowa	3	2	0.0	1.0	0.0	##K: specj. ##D: gitara, w której zamiast tradycyjnych sześciu występuje dwanaście strun (każda struna jest zdwojona); struny są strojone unisono, przy czym dwie najwyższe w interwale prymy, a pozostałe w interwale oktawy. {##L: http://pl.wikipedia.org/wiki/Gitara_dwunastostrunowa} <##nDD>	1	2	Marek.Maziarz		0				
3450	366984	trąbka fanfarowa	3	2	0.0	1.0	0.0	##K: daw. ##D: trąbka, służąca do grania fanfar. [##P: Zdzielił go trąbką fanfarową w głowę.] <##nDD>	1	2	Marek.Maziarz		0				
3451	367024	wir powietrzny	16	2	0.0	1.0	0.0	##K: og. ##D: wir powstający w powietrzu, masy powietrza tworzące kręcący się dookoła słup. <##nDD> 	1	2	Marek.Maziarz		0				
3452	367027	wir pyłowy	16	2	0.0	1.0	0.0	##K: specj. ##D: zjawisko w atmosferze z grupy litometeorów stanowiące zbiór uniesionych z powierzchni Ziemi cząsteczek pyłu lub piasku (w przypadku wiru piaskowego), niekiedy wraz z drobnymi przedmiotami, mający kształt wirującej kolumny o małej średnicy (do około 10 m). {##L: http://pl.wikipedia.org/wiki/Wir_py%C5%82owy} <##nDD>	1	2	Marek.Maziarz		0				
3453	388692	nóż do sera	3	2	0.0	1.0	0.0	##K: og. ##D: ząbkowany nóż z otworami w ostrzu służący do krojenia sera. [##P: - A teraz podaj mi, proszę, nóż do sera. - Który to? - Ten z dziurami w ostrzu.] <##s> <##nDD>	1	1	Marek.Maziarz		0				
3454	367047	kamerton elektroniczny	3	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##nDD>	1	2	Marek.Maziarz		0				
3455	367052	przynęta sztuczna	3	2	0.0	1.0	0.0	##K: og. ##D: przynęta wędkarska wykonana przez człowieka, z tworzywa sztucznego. <##nDD> 	1	2	Marek.Maziarz		0				
3456	367053	błystka obrotowa	3	2	0.0	1.0	0.0	##K: specj. ##D: błystk składająca się z drutu, na którym osadzony jest korpus, koraliki łożyskujące strzemiączko, na którym znajduje się obracający się podczas ściągania, wyprofilowane skrzydełko. [##P: To, jak szeroko obracać się będzie skrzydełko błystki obrotowej, zależy od jego ciężaru, kształtu i od tego, jak mocno jest wyprofilowane.] <##nDD> 	1	2	Marek.Maziarz		0				
3457	367061	cena sprzedaży	20	2	0.0	1.0	0.0	##K: specj. ##D: cena, po której sprzedawana jest obca waluta. <##nDD>	1	1	Natalia.Podbielska		0				
3458	367075	impulsator stykowy	3	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##nDD>	1	2	Paulina.Łazarewicz		0				
3459	367089	wylot drogi	12	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##nDD>	1	2	Marek.Maziarz		0				
3460	367092	kontrola zdalna	3	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>	1	2	Paulina.Łazarewicz		0				
3461	367094	miarkownik ciągu	3	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##nDD>	1	2	Paulina.Łazarewicz		0				
3462	367095	miarkownik powietrza	3	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##nDD>	1	2	Paulina.Łazarewicz		0				
3463	367135	bęben basowy	3	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##nDD>	1	2	Marek.Maziarz		0				
3464	367144	przyczepnica żwirownica	3	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##nDD>	1	2	Paulina.Łazarewicz		0				
3465	367152	bęben mały	3	2	0.0	1.0	0.0	##K: og. {##L: http://pl.wikipedia.org/wiki/Werbel} <##nDD>	1	2	Marek.Maziarz		0				
3466	367154	heblownica stolarska	3	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##nDD>	1	2	Paulina.Łazarewicz		0				
3467	367155	instrument perkusyjny membranowy	3	2	0.0	1.0	0.0	"##K: specj.
##D: instrument muzyczny, w którym źródłem dźwięku jest drgająca membrana (wibrafon), wykonana zazwyczaj ze skóry lub błony, tworząca jedną z części instrumentu i wprawiana w wibracje poprzez uderzenia pałką, szczotką lub dłonią; membrana rozpięta jest na cylindrycznym, stożkowym lub innym podobnym korpusie, który jest zarazem pudłem rezonansowym instrumentu. ##s <##nDD>"	1	2	Marek.Maziarz		0				
3468	367161	urządzenie wylotowe	3	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>	1	2	Paulina.Łazarewicz		0				
3469	367162	sztuczny członek	3	2	0.0	1.0	0.0	##K: specj. ##D: określenie prostego urządzenia, najczęściej o fallicznym kształcie, przeznaczonego do masturbacji, najczęściej wykorzystywanego przez kobiety. {##L: http://pl.wikipedia.org/wiki/Sztuczny_cz%C5%82onek} <##s> <##nDD>	1	2	Marek.Maziarz		0				
3470	367163	sztuczny penis	3	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##nDD> 	1	2	Marek.Maziarz		0				
3471	367166	rejestr zamówień	3	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##nDD>	1	2	Marek.Maziarz		0				
3472	367170	książka w twardej oprawie	3	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>	1	2	Marek.Maziarz		0				
3473	367172	książka w miękkiej oprawie	3	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>	1	2	Marek.Maziarz		0				
3474	367174	wydawnictwo albumowe	3	2	0.0	1.0	0.0	##K: og. ##D: bogato ilustrowana książka w dużym formacie. <##nDD>	1	2	Marek.Maziarz		0				
3475	367175	powieść detektywistyczna	7	2	0.0	1.0	0.0	"##K: specj. 
##D: gatunek powieści kryminalnej, której głównym tematem jest śledztwo zmierzające do wykrycia sprawcy zbrodni opisanej na początku utworu; głównym bohaterem tego typu utworów jest zazwyczaj detektyw.
 {##L: http://pl.wikipedia.org/wiki/Powie%C5%9B%C4%87_detektywistyczna} <##nDD>"	1	2	Marek.Maziarz		0				
3476	367179	powieść miłosna	7	2	0.0	1.0	0.0	##K: og. ##D: powieść, której tematem jest rozwój miłości dwojga ludzi. <##nDD>	1	2	Marek.Maziarz		0				
3477	367183	powieść kryminalna	7	2	0.0	1.0	0.0	##K: specj. ##D: odmiana powieści charakteryzująca się fabułą zorganizowaną wokół zbrodni, okoliczności dojścia do niej, dochodzenia oraz ujawnienia osoby sprawcy. {##L: http://pl.wikipedia.org/wiki/Powie%C5%9B%C4%87_kryminalna} <##s> <##nDD>	1	2	Marek.Maziarz		0				
3478	367189	sortownik walcowy	3	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##nDD>	1	2	Paulina.Łazarewicz		0				
3479	367190	sortownik płaski	3	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##nDD>	1	2	Paulina.Łazarewicz		0				
3480	367199	przybrane dziecko	15	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##nDD> ##A1: 0 ##A2: 0	1	2	Justyna.Ławniczak		0				
3481	367214	stół pomiarowy	3	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>	1	2	Paulina.Łazarewicz		0				
3482	367215	stół mierniczy	3	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>	1	2	Paulina.Łazarewicz		0				
3483	367217	igła deklinacyjna	3	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##nDD>	1	2	Paulina.Łazarewicz		0				
3484	367219	igła rytownicza	3	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##nDD>	1	2	Paulina.Łazarewicz		0				
3485	367359	żyła złota	14	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##nDD>	2	2	Justyna.Ławniczak		0				
3486	367368	odkurzacz domowy	3	2	0.0	1.0	0.0	mały odkurzacz używany do sprzątania domu <##s> <##nDD>	1	2	Marek.Maziarz		0				
3487	367371	odkurzacz bezworkowy	3	2	0.0	1.0	0.0	odkurzacz, kurz etc. zatrzymywane są w specjalnym pojemniku za pomocą systemu cyklonu <##s> <##nDD>	1	2	Marek.Maziarz		0				
3488	367373	odkurzacz piorący	3	2	0.0	1.0	0.0	odkurzacz, którym można prać dywany, myć okna i zbierać kurze z mebli <##nDD> 	1	2	Marek.Maziarz		0				
3489	367377	odkurzacz przemysłowy	3	2	0.0	1.0	0.0	do sprzątania hal produkcyjnych <##s> <##nDD> 	1	2	Marek.Maziarz		0				
3490	367380	odkurzacz workowy	3	2	0.0	1.0	0.0	odkurzacz, który zbiera śmieci, kurz etc. do worka <##s> <##nDD>	1	2	Marek.Maziarz		0				
3491	367381	odkurzacz tradycyjny	3	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD> 	1	2	Marek.Maziarz		0				
3492	367384	odkurzacz akumulatorowy	3	2	0.0	1.0	0.0	odkurzacz, który może działać bez podłączania do gniazdka, ponieważ posiada akumulator <##s> <##nDD> 	1	2	Marek.Maziarz		0				
3493	367387	odkurzacz parowy	3	2	0.0	1.0	0.0	odkurzacz, który czyści daną powierzchnię parą wodną, dezynfekuje i usuwa bakterie, roztocza, grzyby etc. <##s> <##nDD>	1	2	Marek.Maziarz		0				
3494	367391	żelazko z duszą	3	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>	1	2	Marek.Maziarz		0				
3495	367392	"żelazko z duszą"""""	3	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>	1	2	Marek.Maziarz		0				
3496	367393	"żelazko na duszę"""""	3	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>	1	2	Marek.Maziarz		0				
3497	367394	żelazko na duszę	3	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>	1	2	Marek.Maziarz		0				
3498	367395	żelazko na węgiel drzewny	3	2	0.0	1.0	0.0	żelazko, do którego wkładano węgielki, które podtrzymywały ciepło stopy <##s> <##nDD>	1	2	Marek.Maziarz		0				
3499	367396	żelazko elektryczne	3	2	0.0	1.0	0.0	##K: specj. ##D: żelazko wynalezione w 1882 roku przez Henry'ego Seeley'a, który umieścił wewnątrz elektrycznie podgrzewaną spiralę grzejną o mocy kilkuset watów, zasilaną z domowej sieci elektrycznej. [##P: Później do żelazka elektrycznego dodano termoregulator.] <##s> <##nDD> 	1	2	Marek.Maziarz		0				
3500	367397	żelazko z termoregulatorem	3	2	0.0	1.0	0.0	żelazko z urządzeniem pozwalającym na utrzymanie żądanej temperatury z dokładnością do kilku stopni Celsjusza <##s> <##nDD>	1	2	Marek.Maziarz		0				
3501	367398	żelazko bezprzewodowe	3	2	0.0	1.0	0.0	żelazko, które po wyjęciu ze specjalnego stojaka nie musi być zasilane kablem, nagrzewa się jednakże tylko w momencie, gdy jest umieszczone w stojaku <##nDD> 	1	2	Marek.Maziarz		0				
3502	367399	żelazko ciśnieniowe	3	2	0.0	1.0	0.0	żelazko prasujące pod ciśnieniem <##nDD> 	1	2	Marek.Maziarz		0				
3503	367400	żelazko parowe	3	2	0.0	1.0	0.0	##K: og. ##D: żelazko wykorzystujące parę wodną przy prasowaniu. [##P: Żelazko parowe umożliwia doprasowanie nawet najtrudniejszych zagnieceń.] <##s> <##nDD> 	1	2	Marek.Maziarz		0				
3504	367401	żelazko turystyczne	3	2	0.0	1.0	0.0	małe żelazko, które można z łatwością zapakować do torby podróżnej, wadą tego urządzenia jest mała moc i mała powierzchnia stopy żelazka <##s> <##nDD>	1	2	Marek.Maziarz		0				
3505	367402	żelazko ciśnieniowe	3	2	0.0	1.0	0.0	żelazko, które wytwarza parę pod wysokim ciśnieniem, ma zewnętrzny zbiornik z wodą (o poj. ok. 1 l), dzięki czemu nie trzeba do niego ciągle nalewać wody <##nDD> 	2	2	Marek.Maziarz		0				
3506	367403	żelazko przewodowe	3	2	0.0	1.0	0.0	żelazko elektryczne na stałe podłączone do gniazka zasilającego <##nDD> 	1	2	Marek.Maziarz		0				
3507	367416	ekspres do kawy	3	2	0.0	1.0	0.0	##K: og. ##D: ekspres - zautomatyzowane urządzenie służące do parzenia kawy. [##W: Lynette powiedziała mu jednak, by nastawił ekspres do kawy.] {##L: http://pl.wikipedia.org/wiki/Ekspres_do_kawy} <##s> <##nDD>	1	2	Marek.Maziarz		0				
3508	367423	ekspres automatyczny	3	2	0.0	1.0	0.0	"Ekspres automatyczny może być bardzo rozbudowanym urządzeniem. Nie posiada ww. kolby a kawę wsypuje się w większej ilości do specjalnego zbiornika. Zazwyczaj ekspres taki posiada wbudowany młynek do mielenia kawy"" (W) <##s> <##nDD>"""	1	2	Marek.Maziarz		0				
3509	367425	mikser elektryczny	3	2	0.0	1.0	0.0	mikser zasilany energią elektryczną <##s> <##nDD>	1	2	Marek.Maziarz		0				
3510	367426	mikser ręczny	3	2	0.0	1.0	0.0	mikser, którym posługujemy się, używając własnych rąk do trzymania urządzenia <##s> <##nDD>	1	2	Marek.Maziarz		0				
3511	367427	mikser kuchenny	3	2	0.0	1.0	0.0	##K: og. ##D: . [##P: ] {##L: http://pl.wikipedia.org/wiki/Mikser_kuchenny} <##s> <##nDD> 	1	2	Marek.Maziarz		0				
3512	367430	toster poziomy	3	2	0.0	1.0	0.0	toster, w którym grzanki kładzie się poziomo <##s> <##nDD>	1	2	Marek.Maziarz		0				
3513	367431	toster tradycyjny	3	2	0.0	1.0	0.0	w którym grzanki wkłada się pionowo, najczęściej po dwie <##s> <##nDD>	1	2	Marek.Maziarz		0				
3514	367432	toster tunelowy	3	2	0.0	1.0	0.0	duży toster używany w restauracjach do opiekania większej liczby tostów <##s> <##nDD>	1	2	Marek.Maziarz		0				
3515	367434	toster zamykany	3	2	0.0	1.0	0.0	##K: og. ##D: tostownica, opiekacz - przyrząd opiekający obustronnie kanapki pokryte z obu stron chlebem tostowym oraz dzielący je wzdłuż przekątnej na pół, co nadaje im kształt trójkątów. [##P: ] {##L: } <##s> <##nDD>	1	2	Marek.Maziarz		0				
3516	367438	kuchnia gazowa	3	2	0.0	1.0	0.0	##K: og. ##D: rodzaj kuchenki wykorzystującej gaz ziemny lub mieszaninę propan-butan. [##P: ] {##L: http://pl.wikipedia.org/wiki/Kuchnia_gazowa} <##s> <##nDD>	1	2	Marek.Maziarz		0				
3517	367439	kuchenka turystyczna	3	2	0.0	1.0	0.0	rodzaj przenośnej kuchenki, którą można zapakować do plecaka i zabrać ze sobą w Tatry lub Bieszczady, lub gdzieś na Mazury <##s> <##nDD>	1	2	Marek.Maziarz		0				
3518	367440	kuchenka alkoholowa	3	2	0.0	1.0	0.0	rodzaj turystycznej kuchenki, w której paliwem jest alkohol, taka kuchenka wydziela bardzo mało dymu <##s> <##nDD>	1	2	Marek.Maziarz		0				
3519	367456	osobowość telewizyjna	15	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##nDD> ##A1: 0 ##A2: 0	1	2	Justyna.Ławniczak		0				
3520	367460	maszynka elektryczna	3	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>	1	2	Justyna.Ławniczak		0				
3521	367470	maszynka jednorazowa	3	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>	1	2	Justyna.Ławniczak		0				
3522	367471	golarka jednorazowa	3	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>	1	2	Justyna.Ławniczak		0				
3523	367472	trymer elektryczny	3	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>	1	2	Justyna.Ławniczak		0				
3524	367473	maszynka do strzyżenia	3	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>	1	2	Justyna.Ławniczak		0				
3525	367475	piec na węgiel	3	2	0.0	1.0	0.0	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>	1	2	Marek.Maziarz		0				
